ens_id	gene_symbol	ens_gs	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE
ENSMUSG00000021680.8	Crhbp	ENSMUSG00000021680.8_Crhbp	28.1001213185209	7.28538720550983	1.05639528174881	6.89645943273167	5.33145807317043e-12	5.57962850813458e-11	UP
ENSMUSG00000029379.10	Cxcl3	ENSMUSG00000029379.10_Cxcl3	16.4420913645007	7.23121996672065	1.06906616714508	6.76405276768926	1.34184175584448e-11	1.34386794196127e-10	UP
ENSMUSG00000084215.3	Gm11814	ENSMUSG00000084215.3_Gm11814	26.4668466418474	7.18298480716801	2.19342077342934	3.27478653169572	0.00105741843940129	0.00351942180370294	UP
ENSMUSG00000022949.9	Clic6	ENSMUSG00000022949.9_Clic6	82.9451295873525	7.11244606920847	0.829926031560727	8.5699758758417	1.03506721600366e-17	1.85167452734842e-16	UP
ENSMUSG00000083890.1	Gm15703	ENSMUSG00000083890.1_Gm15703	11.2303777837617	6.68707626228671	1.06773351873365	6.26287003728953	3.77955610777681e-10	3.23665666685987e-09	UP
ENSMUSG00000102479.1	Gm18551	ENSMUSG00000102479.1_Gm18551	11.0005889506532	6.66769063602429	1.09208760911133	6.10545397676477	1.02508890856037e-09	8.35245968799347e-09	UP
ENSMUSG00000017868.16	Sgk2	ENSMUSG00000017868.16_Sgk2	15.4592296878381	6.42663528695721	1.1162589310108	5.7572979784697	8.54709616273488e-09	6.19040298109081e-08	UP
ENSMUSG00000033213.16	AA467197	ENSMUSG00000033213.16_AA467197	854.08042781149	6.35506849893809	0.339406087230094	18.7240852125018	3.15036852897188e-78	1.98998278746724e-75	UP
ENSMUSG00000045349.15	Sh2d5	ENSMUSG00000045349.15_Sh2d5	379.277485419793	6.08403760642378	0.29872625769458	20.3665980131019	3.30880544823293e-92	3.37625417467768e-89	UP
ENSMUSG00000052131.7	Akr1b7	ENSMUSG00000052131.7_Akr1b7	7.0086940476414	6.01803744110454	1.09637241920189	5.48904490454568	4.04112888520874e-08	2.67827003059176e-07	UP
ENSMUSG00000112556.1	Gm47339	ENSMUSG00000112556.1_Gm47339	10.8287140105574	5.8920367917535	1.07273949834526	5.49251407340009	3.96251963717032e-08	2.62945587729186e-07	UP
ENSMUSG00000082431.3	Prdx2-ps1	ENSMUSG00000082431.3_Prdx2-ps1	17.1412203048902	5.8318480150601	1.04784756481155	5.56555000069016	2.61326834446874e-08	1.77269264072502e-07	UP
ENSMUSG00000043164.3	Tmem212	ENSMUSG00000043164.3_Tmem212	5.07660297187302	5.54262813395248	1.14896613745794	4.8240134789485	1.40697902888575e-06	7.56529258944852e-06	UP
ENSMUSG00000028965.13	Tnfrsf9	ENSMUSG00000028965.13_Tnfrsf9	181.667713533768	5.46243520020931	0.345615771715085	15.804936137904	2.87681683643343e-56	7.0020138229889e-54	UP
ENSMUSG00000040035.14	Disp2	ENSMUSG00000040035.14_Disp2	175.460543173314	5.41354949752707	0.332882532466671	16.2626421320833	1.81729292134054e-59	5.29103198731888e-57	UP
ENSMUSG00000047261.9	Gap43	ENSMUSG00000047261.9_Gap43	231.955041993599	5.3958900252964	0.509588017879893	10.5887301819726	3.36120352409441e-26	1.19214879002974e-24	UP
